hospital,emergency_cases,avg_stay,avg_cost
"Ltd Wilson",1,10.0,17553.00
"Group Sloan",1,30.0,49100.00
"Garrett Randall, Brown and",1,6.0,45024.00
Espinoza-Smith,1,25.0,38014.00
Underwood-Smith,1,4.0,48667.00
Adams-Flynn,1,3.0,44197.00
Robinson-Butler,1,15.0,34608.00
Joseph-Rhodes,1,7.0,45690.00
Dudley-Schmidt,1,13.0,14104.00
Hall-Johnson,1,5.0,29546.00
Jensen-Poole,1,16.0,33385.00
Hodge-Thompson,1,28.0,46068.00
"Frye Inc",1,9.0,38409.00
"Hunt Orozco Murphy, and",1,20.0,34882.00
"Arias, Rogers Gould and",1,20.0,10666.00
Lloyd-Gilmore,1,18.0,17640.00
"Jacobson, Williams and Rivera",1,26.0,36239.00
Powers-Acosta,1,28.0,5855.00
Bradford-Hunt,1,20.0,48239.00
"Petty Inc",1,14.0,11204.00
Cook-Joseph,1,25.0,4853.00
"Arnold, Horne and Peterson",1,7.0,40018.00
"and Schmitt Sweeney, Camacho",1,27.0,48714.00
"Rodgers, Lynch and Thomas",1,2.0,9776.00
Marshall-Beltran,1,25.0,22038.00
"LLC Robinson",1,5.0,42526.00
"PLC King",1,3.0,22799.00
"and Holloway Robinson, Peterson",1,14.0,1644.00
Hicks-Porter,1,3.0,22940.00
"Fuller Davis, and Smith",1,23.0,16136.00
Petty-Nicholson,1,9.0,15387.00
White-Weber,1,12.0,31943.00
Miranda-White,1,4.0,23652.00
"Bowman Group",1,6.0,28675.00
"and Tucker Sutton, Norris",1,17.0,39888.00
"and Vang Sons",1,25.0,45149.00
Vasquez-Bonilla,1,21.0,47379.00
"Gallagher and Wu, Hull",1,6.0,43031.00
Hill-Wood,1,22.0,35843.00
"Stephens and Long, Jenkins",1,22.0,3821.00
"Schultz, and Elliott Williams",1,25.0,7906.00
"Rojas Inc",1,10.0,40574.00
Davis-Campbell,1,4.0,19965.00
"Hayden Navarro Bates, and",1,28.0,10821.00
"Miller Clark Massey, and",1,8.0,31332.00
"Jackson Ford, and Curry",1,28.0,20888.00
"Wiley, Cantrell Logan and",1,8.0,36043.00
Garcia-Allen,1,5.0,25725.00
"Sanchez and Benson, Hernandez",1,9.0,45423.00
"Jordan and Gutierrez, Garcia",1,17.0,2345.00
"Townsend Cochran, Anderson and",1,7.0,48506.00
"and Gibson Wright Mueller,",1,29.0,30500.00
Miller-Jensen,1,18.0,835.00
"Schroeder PLC",1,1.0,13017.00
"Thompson and Black, Hendricks",1,6.0,36953.00
"Hodges, Lyons and Mclean",1,23.0,4847.00
"Davidson Stein, Jones and",1,7.0,10115.00
"Sanders Martin, and Oliver",1,23.0,4944.00
Brady-Scott,1,18.0,43816.00
Mitchell-Sullivan,1,3.0,11845.00
Lindsey-Jones,1,16.0,28302.00
"Roman Fox and Bailey,",1,15.0,7859.00
"Kennedy Group",1,25.0,8369.00
"and Anderson, Hull Simon",1,21.0,37356.00
Campbell-Roberts,1,21.0,35413.00
Roberts-Oneal,1,16.0,10932.00
"Krause and Daniels, Newman",1,17.0,24036.00
Velez-Boyd,1,3.0,10701.00
"Wheeler Allen, Chavez and",1,16.0,11358.00
"and Martinez Little Campbell,",1,29.0,1657.00
"Garcia Welch, Gordon and",1,2.0,5406.00
"Brown, Jackson and Harper",1,14.0,44932.00
"Inc Huynh",1,15.0,1938.00
Fields-Keller,1,10.0,13317.00
"Sons and Gould",1,26.0,27899.00
"Raymond Snyder and Cooper,",1,29.0,42574.00
"Thomas and Nelson Arellano,",1,30.0,11732.00
Anderson-Jackson,1,30.0,3577.00
Bates-Mckinney,1,9.0,50033.00
"Fleming Allen, and Wade",1,11.0,31490.00
"and Green Jones, Johnson",1,22.0,25560.00
"and Hubbard Bell Sanchez,",1,6.0,15392.00
"Rodriguez, Juarez Gonzalez and",1,5.0,6925.00
Cortez-Blankenship,1,9.0,46578.00
"Sons Pitts and",1,27.0,35136.00
"Walker, and Marshall Brown",1,6.0,33817.00
"Perez Turner, and Madden",1,14.0,48957.00
Bishop-Summers,1,11.0,27499.00
"Hernandez Randolph and Blair,",1,17.0,40183.00
"Proctor PLC",1,11.0,20895.00
Fry-Wilson,1,22.0,24310.00
Velasquez-Parrish,1,25.0,38186.00
"Ross Anderson and Hoffman,",1,4.0,20557.00
Gallagher-Cline,1,12.0,23583.00
Perez-Watts,1,11.0,36850.00
"Rosario Group",1,15.0,19085.00
"Jones and Collier Vaughan,",1,30.0,22929.00
"Martinez West, and Hess",1,18.0,39957.00
Figueroa-May,1,27.0,15914.00
"Thornton, Hernandez and Brown",1,30.0,25959.00
Mccoy-Hubbard,1,11.0,31692.00
"Robbins Ltd",1,28.0,42269.00
"Hopkins Ortega and Walker,",1,21.0,43719.00
"Ortiz, Williams Heath and",1,26.0,15468.00
Perkins-Clark,1,20.0,3410.00
Villegas-Smith,1,25.0,13928.00
"Bennett PLC",1,11.0,27784.00
"and Flores, Collins Quinn",1,16.0,3476.00
"Schultz, Henry and Nguyen",1,1.0,13072.00
Faulkner-Brooks,1,9.0,35681.00
"Garrett and Pierce, Sharp",1,2.0,7601.00
Paul-Jimenez,1,17.0,28107.00
"and Howe Price, Fritz",1,30.0,13819.00
"and Ramirez Sons",1,12.0,26942.00
Jenkins-Vasquez,1,1.0,4729.00
Lyons-Rangel,1,23.0,46937.00
Crawford-Donaldson,1,9.0,16045.00
"Moore and Scott Cox,",1,5.0,13462.00
"Wright Lopez and Jones,",1,21.0,14165.00
"Hawkins and Sons",1,5.0,11602.00
"Cochran Decker Brown, and",1,13.0,37019.00
Miller-Miller,1,4.0,11167.00
"Hoffman and Woods Leblanc,",1,12.0,26644.00
"Boyd Silva, Freeman and",1,23.0,41047.00
"Farmer LLC",1,14.0,6688.00
"Robbins Morrow Cantu, and",1,23.0,8032.00
"and Davis Johnson, Hart",1,14.0,41135.00
"Allen, and Barnes Smith",1,7.0,42951.00
"and Rich Washington, Mcguire",1,29.0,13297.00
"Mayer Ltd",1,25.0,32323.00
"Kramer and Taylor, Wall",1,15.0,37715.00
"Sons and Phillips",1,3.0,47062.00
"Sons and Cruz",1,22.0,24597.00
Garcia-Erickson,1,22.0,318.00
"and Tran Patrick Hull,",1,21.0,41784.00
"Mathis PLC",1,29.0,24128.00
"LLC Rivera",1,11.0,9724.00
"Collins Alexander and Graham,",1,11.0,18736.00
"Taylor, Walker Thomas and",1,28.0,31739.00
"Inc Herring",1,10.0,38030.00
Clark-Lee,1,1.0,42580.00
Martinez-Wilkerson,1,19.0,12264.00
"Harris Santana, and Webb",1,18.0,49496.00
"Donovan Group",1,14.0,27290.00
"Figueroa PLC",1,16.0,18541.00
"Tucker Ltd",1,1.0,17759.00
"Mills, Jones and Bennett",1,2.0,29890.00
Mccall-Benjamin,1,10.0,2258.00
"Andrade Inc",1,15.0,12541.00
"Gross, Durham Nash and",1,21.0,18913.00
Adams-Barnes,1,16.0,32285.00
Young-Logan,1,20.0,38213.00
Harmon-Brock,1,29.0,10963.00
Allen-Parrish,1,6.0,23569.00
"and Dennis, Mcguire Johnston",1,8.0,90.00
Daniels-Pope,1,13.0,8100.00
White-Harris,1,27.0,10372.00
"LLC Weber",1,15.0,14163.00
"Harper, Barrett Ingram and",1,18.0,29463.00
Smith-Black,1,1.0,20358.00
"Martin, and Ruiz Hodge",1,3.0,29814.00
"Sanders, King and Davis",1,8.0,1837.00
Stafford-Medina,1,21.0,25842.00
"Nichols and White, Thornton",1,14.0,40431.00
Patterson-Marquez,1,1.0,33740.00
"Inc Dickson",1,29.0,9161.00
"Hart, Palmer and Poole",1,19.0,20343.00
Knapp-Lindsey,1,1.0,48438.00
Taylor-Torres,1,25.0,16479.00
"Inc Sawyer",1,6.0,24745.00
Craig-Williams,1,17.0,10137.00
Thompson-Velez,1,25.0,32797.00
Farmer-White,1,7.0,46279.00
"Group Middleton",1,12.0,19581.00
"Powell Robinson and Valdez,",1,10.0,45820.00
"Powers Miller, and Flores",1,16.0,43282.00
Serrano-Dixon,1,9.0,18835.00
Gardner-Miller,1,13.0,32643.00
"Poole Inc",1,24.0,8409.00
"and Garcia Morris Cunningham,",1,17.0,48291.00
"Fernandez and Phillips, Singh",1,17.0,30591.00
Beck-Galloway,1,20.0,14681.00
"Group Delgado",1,2.0,14362.00
"and Montes Graves, Thomas",1,12.0,10301.00
Hall-Bentley,1,4.0,37952.00
Scott-Kelly,1,27.0,39723.00
"Moss and Ferguson, Baker",1,12.0,48407.00
"Khan, and Rodriguez Fischer",1,24.0,19183.00
Rhodes-Carey,1,17.0,10107.00
"Clark Brown, and Myers",1,4.0,35777.00
"Miles, and Weaver Hudson",1,6.0,46957.00
"Evans Ltd",1,5.0,10710.00
Simpson-Mccall,1,24.0,29851.00
Jones-Scott,1,5.0,2305.00
Howe-Kelly,1,14.0,44437.00
Shaw-Young,1,4.0,34618.00
"Perez and Sons",1,15.0,22841.00
"Kemp LLC",1,29.0,10284.00
"LLC Dixon",1,16.0,1586.00
"and Morales Jennings Cook,",1,14.0,34774.00
"Group Hood",1,6.0,24870.00
Dean-Hawkins,1,20.0,10662.00
Newton-White,1,20.0,40015.00
"Evans and Hall Schneider,",1,15.0,24948.00
"Hall Roberts and Duarte,",1,22.0,31486.00
"Garcia, and Bishop Hernandez",1,2.0,3326.00
Meyer-Hill,1,9.0,40693.00
Dudley-Atkinson,1,24.0,16399.00
Kelly-Allen,1,11.0,44940.00
"Lewis Livingston, Lowe and",1,3.0,10664.00
"Holmes and Hughes, Phillips",1,26.0,34758.00
Jackson-Copeland,1,24.0,4532.00
"Ltd Conrad",1,7.0,1590.00
"Perry Little, and Moore",1,16.0,29221.00
"Smith and Johnston, Collins",1,17.0,14377.00
Gonzalez-King,1,10.0,49321.00
"and Brown White, Jones",1,9.0,19065.00
"Ballard PLC",1,21.0,4267.00
Hernandez-Green,1,3.0,47242.00
Alvarado-Deleon,1,4.0,27386.00
West-Young,1,14.0,28899.00
Mcneil-Blake,1,9.0,10349.00
"Humphrey and Browning Fitzgerald,",1,6.0,35205.00
Adams-Molina,1,25.0,21577.00
"Griffin and Lyons Rivers,",1,20.0,12357.00
Craig-Garcia,1,17.0,15367.00
Powers-Vincent,1,23.0,30107.00
"and Ramos Brown Edwards,",1,8.0,15826.00
"Huang Travis Thomas, and",1,20.0,2785.00
Rodriguez-Zimmerman,1,22.0,13418.00
Moore-Robbins,1,12.0,35570.00
"Ltd Howard",1,10.0,6848.00
"Group Crosby",1,11.0,4678.00
"and Walker Glenn, Long",1,18.0,3845.00
Ayala-Armstrong,1,8.0,18832.00
"Perkins, Salazar and Johnson",1,28.0,24340.00
"and Fernandez, Wilson Morrison",1,9.0,32679.00
"Mayo and Sons",1,4.0,6232.00
Velazquez-Patton,1,7.0,33707.00
"Bass Inc",1,21.0,5550.00
Graham-Fisher,1,22.0,23688.00
Rosales-Sweeney,1,13.0,27361.00
"PLC York",1,5.0,32868.00
Cook-Taylor,1,17.0,1871.00
"Velasquez and Walker Russo,",1,4.0,21297.00
"Hoffman Cox Mcdonald, and",1,27.0,25787.00
"Collins and Moore Chan,",1,17.0,17183.00
"Ltd Osborn",1,25.0,5224.00
Bush-Brown,1,22.0,17814.00
"Baker, Weber Patton and",1,13.0,51588.00
"Evans and Byrd, Smith",1,14.0,24294.00
Gomez-Olson,1,15.0,27414.00
"and Medina Morgan, Whitehead",1,24.0,5826.00
Carter-Camacho,1,9.0,45439.00
"Gomez Ray, and Jones",1,20.0,10836.00
"and Thompson Burke, Harrington",1,14.0,3517.00
"Bass PLC",1,18.0,22427.00
"Burke Group",1,9.0,14040.00
Cain-Stone,1,17.0,22368.00
"Martinez Taylor Lopez, and",1,1.0,5510.00
Schmidt-Douglas,1,17.0,20886.00
"Group Ortega",1,10.0,41455.00
Cooley-Reid,1,23.0,41311.00
Thompson-Becker,1,19.0,5716.00
"Freeman King Hodges, and",1,12.0,7265.00
Harris-Oconnor,1,29.0,9958.00
Patterson-Lee,1,14.0,1820.00
"Olson, Andrade and Dixon",1,20.0,33750.00
Farrell-Lyons,1,13.0,22720.00
"and Garcia Wade Richardson,",1,3.0,36551.00
Esparza-Martinez,1,28.0,16098.00
"and Le Martin Young,",1,15.0,43374.00
Dennis-Roth,1,9.0,21535.00
Foster-Thomas,1,24.0,50333.00
"Ramos Hansen Clark, and",1,3.0,16056.00
"Barker, Costa Hahn and",1,30.0,38716.00
Hill-Hernandez,1,19.0,32905.00
"Skinner LLC",1,23.0,1332.00
"Perez Sons and",1,14.0,33444.00
"Parker Turner, Houston and",1,17.0,23175.00
Wilson-Chen,1,28.0,14224.00
Reid-Simmons,1,17.0,31327.00
"Hernandez and Delacruz, Kramer",1,14.0,24451.00
Cervantes-Herrera,1,2.0,30290.00
Anderson-Brown,1,28.0,35946.00
"Hull Sons and",1,8.0,10781.00
"Group Summers",1,1.0,37846.00
Irwin-Kaufman,1,6.0,15518.00
"and Peterson, Rodriguez Murphy",1,16.0,42193.00
"and Frederick, Jones Garcia",1,6.0,3926.00
"and Fuentes Rogers Gill,",1,7.0,12606.00
Sandoval-Bennett,1,15.0,24562.00
"Ruiz, Scott Mitchell and",1,30.0,9895.00
"and Rodriguez Gallegos Henry,",1,23.0,29995.00
Carrillo-Price,1,24.0,16920.00
Jarvis-Roberts,1,6.0,4416.00
Blair-Bell,1,10.0,47455.00
"LLC Baldwin",1,16.0,10054.00
Perez-Carlson,1,22.0,17856.00
Underwood-Mcguire,1,8.0,24690.00
Harrington-Marshall,1,18.0,15364.00
"PLC Fox",1,28.0,7902.00
"and Alexander Crawford Graham,",1,10.0,27507.00
Duffy-Jackson,1,17.0,5415.00
"Lyons LLC",1,4.0,45243.00
Wang-Hill,1,28.0,17160.00
"Inc Newton",1,29.0,16004.00
Snyder-Parrish,1,28.0,28330.00
"Smith White, and Ryan",1,20.0,19650.00
Castaneda-Tran,1,28.0,37906.00
"Kane, and Dickson Schwartz",1,6.0,2735.00
Vincent-Hill,1,17.0,45274.00
Mcdaniel-Walsh,1,6.0,10011.00
Duffy-Bowman,1,21.0,21297.00
"LLC Sanford",1,2.0,38752.00
"Young Mcclain, Newman and",1,30.0,18714.00
"and Perez Smith, Kim",1,30.0,7075.00
Delacruz-Chavez,1,13.0,3853.00
"and Sons Ford",1,12.0,16649.00
Sheppard-Livingston,1,17.0,28281.00
"Johnson, and Benson Harris",1,27.0,32430.00
Anderson-Estrada,1,23.0,31498.00
Schaefer-Hoffman,1,29.0,40309.00
"Cantu and Tanner Rojas,",1,5.0,7437.00
Ramirez-Hill,1,10.0,20227.00
Jackson-Butler,1,25.0,38779.00
"and Day, Lewis Coleman",1,11.0,2568.00
"Garcia, and Marshall Maxwell",1,28.0,11095.00
Williams-Saunders,1,18.0,49446.00
Mathis-Schwartz,1,16.0,13928.00
Romero-Ramsey,1,17.0,2744.00
"Avery and Sons",1,28.0,27513.00
"Gonzalez Anderson Jacobson, and",1,12.0,4018.00
Anderson-Jenkins,1,6.0,10521.00
Hudson-Flores,1,19.0,43118.00
Murphy-Mason,1,26.0,19262.00
"Edwards Johnson, and Burgess",1,30.0,6578.00
"and Sons Mcbride",1,18.0,4809.00
"Diaz Smith Johnson, and",1,29.0,45913.00
Harris-Ingram,1,29.0,30468.00
Hudson-Williams,1,30.0,48005.00
"Herman, Liu and Hill",1,13.0,31823.00
"Inc Holloway",1,20.0,25152.00
Jones-Garrett,1,27.0,2076.00
"and Brown, James Green",1,11.0,35312.00
"Sons and Gallegos",1,13.0,36107.00
Juarez-Weiss,1,28.0,17723.00
Herman-Ewing,1,1.0,2163.00
Hurley-Gill,1,14.0,44918.00
"Dillon PLC",1,15.0,6328.00
"Smith and Rose Rivera,",1,29.0,38570.00
Odonnell-Watts,1,7.0,22109.00
"LLC Chaney",1,3.0,28296.00
Heath-Brown,1,20.0,6162.00
"Inc Daugherty",1,19.0,36325.00
Colon-Leon,1,9.0,23155.00
Boyle-Woods,1,22.0,6654.00
Stevenson-Chen,1,26.0,38363.00
Johnson-Garcia,1,28.0,3338.00
"Fischer Ltd",1,2.0,30283.00
"Tate Pierce and Jackson,",1,16.0,23735.00
Giles-Miller,1,20.0,25856.00
Barber-Page,1,6.0,40606.00
"and Hess Delgado Foster,",1,27.0,32535.00
Johnson-Holland,1,2.0,34557.00
"and Gonzales Dunn, Camacho",1,29.0,35117.00
Rowland-Abbott,1,17.0,47735.00
Ryan-Mcneil,1,15.0,8731.00
"Ramos Miller and Moore,",1,13.0,19250.00
"Bell Ltd",1,16.0,47701.00
"White Roberts and Lee,",1,3.0,47297.00
Bailey-Hunt,1,25.0,8868.00
"Flores Sons and",1,18.0,17658.00
"Lopez Keller, Williams and",1,14.0,7383.00
"George Ward, and Clark",1,23.0,33646.00
"Patterson and Peterson, Velazquez",1,23.0,46287.00
"Jensen and Jackson, Greene",1,29.0,19205.00
Mathews-Lawrence,1,10.0,45019.00
"and Dunlap, Wright Mays",1,22.0,43644.00
Mercer-Booker,1,17.0,7704.00
Young-Myers,1,3.0,17002.00
Castaneda-Powell,1,25.0,1821.00
"and Carpenter, Hernandez Chang",1,29.0,25501.00
Santiago-Bush,1,20.0,10838.00
"Munoz Ltd",1,10.0,28100.00
Garcia-Clark,1,11.0,11230.00
"Glover and Oneill Miller,",1,11.0,22977.00
"PLC Mack",1,25.0,12093.00
"Chan, Goodman and Gould",1,4.0,22546.00
"Reed Valdez and Pratt,",1,16.0,32633.00
"Ali Group",1,1.0,19720.00
"Parker Davis Clark, and",1,25.0,47657.00
"Smith Anderson and Hunt,",1,10.0,44149.00
"Williams Reynolds and Rangel,",1,24.0,33380.00
"Shelton Johnson, and Green",1,26.0,37553.00
Sellers-Shepard,1,30.0,8763.00
"Lloyd Scott, and Reese",1,7.0,10364.00
"Salazar Newman White, and",1,27.0,16510.00
Barrett-Wright,1,25.0,36273.00
"Ramirez and Nelson, Collins",1,22.0,24057.00
Hall-Taylor,1,6.0,46608.00
"and Rhodes Trujillo, Booth",1,27.0,27310.00
"Bridges Inc",1,9.0,15704.00
Jones-Ellis,1,20.0,44042.00
Anthony-Torres,1,8.0,21585.00
Ortiz-Gardner,1,19.0,26824.00
Smith-White,1,18.0,49742.00
"Hunter and James Wilson,",1,3.0,30770.00
"Olsen LLC",1,24.0,7647.00
Rodriguez-Morgan,1,9.0,23743.00
"Ltd Bell",1,20.0,10323.00
"Castillo LLC",1,25.0,22824.00
"Boyd and Baker Rasmussen,",1,12.0,2224.00
Brennan-Walters,1,10.0,20831.00
"and Mcdonald Taylor, Pitts",1,9.0,10557.00
"Gonzalez and Marks, Lopez",1,18.0,34555.00
"Lawrence PLC",1,26.0,19096.00
"and Ray Wood Barrett,",1,4.0,3554.00
Salas-Farmer,1,15.0,34904.00
"and Morris Mullins, Hernandez",1,3.0,44864.00
Rodriguez-Howard,1,4.0,6877.00
Jordan-Hood,1,11.0,19825.00
Zimmerman-Schneider,1,8.0,29685.00
"Fuller Sons and",1,5.0,20578.00
Moore-Sanders,1,17.0,28954.00
Herring-Smith,1,29.0,22476.00
"PLC Hale",1,3.0,32774.00
"Parsons Petersen, Mckenzie and",1,21.0,43802.00
Guerrero-Jordan,1,15.0,8043.00
"Payne Parker, Murphy and",1,23.0,33071.00
"and Hernandez Mckinney Li,",1,30.0,36924.00
Douglas-Diaz,1,19.0,43626.00
"Sons Flores and",1,29.0,9595.00
"Green Group",1,8.0,3771.00
"Lewis, Gibbs and Powell",1,6.0,12951.00
"Gomez and Espinoza, Wilson",1,6.0,14565.00
Harrison-Robles,1,27.0,23812.00
Grant-Wiggins,1,24.0,30715.00
"Franco and Trevino Clayton,",1,6.0,32482.00
Watson-Hill,1,19.0,1114.00
"Martin Rodriguez, Richardson and",1,24.0,11162.00
"Carr Group",1,22.0,24416.00
Scott-Stewart,1,13.0,12069.00
Santos-Harris,1,16.0,33835.00
Moore-Arias,1,3.0,1538.00
"Pineda Rhodes, and Luna",1,22.0,18188.00
"Williams, and Diaz Campbell",1,6.0,30299.00
"Massey Inc",1,13.0,3573.00
"Sons and Morton",1,1.0,6216.00
"Brooks LLC",1,4.0,12297.00
"Buck and Delgado, Rich",1,21.0,21691.00
"Foley, Williams Gonzales and",1,9.0,26459.00
"Melton Ltd",1,17.0,22549.00
"Black and Sons",1,3.0,34935.00
"Hill, Murphy and Stewart",1,2.0,11642.00
"Paul Watts and Perkins,",1,9.0,33119.00
"and Chapman Payne, Werner",1,1.0,42501.00
Lambert-Brandt,1,22.0,27191.00
"Inc Copeland",1,4.0,34816.00
"Green, Howell and Jordan",1,23.0,7148.00
"Fox, and Lucas Cain",1,15.0,39553.00
"Choi PLC",1,12.0,31263.00
"Mills and Young, Perry",1,12.0,48799.00
Sims-Castro,1,13.0,16573.00
"Ellis, and Smith Black",1,20.0,18629.00
"Inc Howard",1,30.0,5472.00
Goodwin-Lawrence,1,21.0,22348.00
Lewis-Fletcher,1,25.0,18561.00
"Wagner LLC",1,12.0,39019.00
Warren-Bowman,1,16.0,32575.00
Ellis-Roberson,1,28.0,42854.00
"and Glover Christensen, Jackson",1,16.0,41102.00
"Alvarez Austin Snyder, and",1,26.0,21514.00
Erickson-Rodriguez,1,15.0,37330.00
"Sons and Sanchez",1,22.0,22562.00
Coleman-Aguilar,1,24.0,34962.00
"Lin Chan, and Moreno",1,7.0,35253.00
"Inc Mercer",1,18.0,42511.00
"and Phelps Burke Fields,",1,28.0,20738.00
"Thomas and Nguyen, King",1,13.0,26037.00
"Graves LLC",1,30.0,1493.00
Sharp-Greer,1,28.0,11209.00
"Smith, Singh and Gonzales",1,23.0,16156.00
"Duran Mendoza and Scott,",1,10.0,8656.00
"Frye Group",1,18.0,27009.00
"Powell Inc",1,18.0,12989.00
Smith-Hicks,1,1.0,39606.00
"and Gardner Torres, Rosario",1,17.0,43940.00
"PLC Holmes",1,5.0,29284.00
"Taylor Mcintosh and Ross,",1,30.0,14266.00
Moore-Smith,1,21.0,28158.00
"Wood and Murphy Jones,",1,21.0,25100.00
Willis-Mcgee,1,13.0,15343.00
"Rubio LLC",1,25.0,45413.00
"Lee Chambers, and Foley",1,26.0,45477.00
Henson-Harmon,1,22.0,27565.00
Jacobs-Howell,1,13.0,44443.00
"Mata Norman, Holmes and",1,4.0,47602.00
"and Valencia Flores, Byrd",1,17.0,35722.00
"Anderson, Smith Smith and",1,1.0,3354.00
"and Walker Smith Cannon,",1,10.0,34470.00
"Walsh Alexander, and Dennis",1,15.0,19994.00
Bell-Thomas,1,4.0,37309.00
"Johnson and Doyle, Collins",1,22.0,44206.00
Johnson-Mitchell,1,16.0,7094.00
Kelly-Tapia,1,9.0,30988.00
"Russell, and Barnett Williams",1,16.0,12869.00
"Morgan, Stephenson and Frazier",1,15.0,19951.00
"PLC Gaines",1,1.0,44453.00
"Group Peters",1,20.0,109.00
"Vang, and Cook Moore",1,23.0,44695.00
"and Leon Anderson, Arnold",1,24.0,21623.00
Santana-Thomas,1,24.0,2810.00
"Gallegos Ltd",1,10.0,39611.00
"Nash Stevenson and Martinez,",1,2.0,26350.00
"Sons Hodges and",1,11.0,47630.00
Ramos-Simon,1,21.0,25487.00
Ramirez-Hebert,1,20.0,30659.00
"Frank Hernandez, Taylor and",1,19.0,30046.00
Moore-Myers,1,21.0,37670.00
"and Reeves Sons",1,2.0,34789.00
Jones-Lee,1,7.0,35057.00
"Inc Stevens",1,1.0,36771.00
"Jacobs Owens Smith, and",1,15.0,7657.00
"Welch Carr and Kennedy,",1,12.0,37153.00
"Group Stein",1,4.0,21169.00
Rivera-Norton,1,25.0,10757.00
"Williams, and Howard Meyer",1,5.0,43583.00
Robbins-Wiggins,1,29.0,27006.00
"and Hess, Nguyen Everett",1,13.0,6079.00
Maldonado-White,1,20.0,31484.00
Williams-Hill,1,2.0,44516.00
"Petty Ltd",1,25.0,16396.00
"PLC Doyle",1,1.0,6685.00
"Bartlett LLC",1,12.0,16243.00
Jacobs-Thompson,1,21.0,36836.00
"Alvarado PLC",1,2.0,43546.00
"Glass Sons and",1,25.0,11732.00
Berg-Hanson,1,2.0,14963.00
"Curry Miller and Padilla,",1,30.0,20910.00
"Cross Johnson, and Foster",1,2.0,20964.00
"and Sons Lewis",1,7.0,45812.00
"Zamora, Glass Brooks and",1,20.0,18516.00
Fischer-Powers,1,10.0,4754.00
Burke-Dominguez,1,6.0,6406.00
"Riley Erickson and Cunningham,",1,12.0,28958.00
"Johnson Smith Carey, and",1,13.0,33216.00
Garrison-Rodriguez,1,16.0,25805.00
"Thomas, Bauer and Moore",1,6.0,11820.00
Stark-Walker,1,19.0,43263.00
Lee-Casey,1,28.0,32780.00
"Juarez Sims, Henry and",1,17.0,42492.00
"Clark, and Cobb Parsons",1,4.0,15289.00
"PLC Garner",1,7.0,52182.00
"Holden Inc",1,17.0,4512.00
"Ltd Houston",1,17.0,8048.00
"and Cooper Potter, Landry",1,25.0,6649.00
"Bell Peterson and Hall,",1,10.0,27325.00
"and Mcknight, Wilson Acevedo",1,3.0,44685.00
Ryan-Moore,1,26.0,23168.00
"Wood Group",1,12.0,8640.00
"Richards and Campbell, Lee",1,21.0,22388.00
"Shepard Ltd",1,20.0,5880.00
Carter-Bell,1,18.0,12663.00
"Wood and Cummings Blankenship,",1,1.0,19126.00
"Moore, Jenkins and Bolton",1,6.0,32713.00
"Fuller Perez Scott, and",1,18.0,23891.00
"Wright, Holmes and Mason",1,16.0,25984.00
"Malone Group",1,15.0,8063.00
"Hull Davidson Garcia, and",1,1.0,2690.00
"Mitchell and Sons",1,7.0,8950.00
"Perry Bryant, Byrd and",1,24.0,43148.00
"Curry and Gonzales, Thompson",1,19.0,9659.00
"Sons and Nguyen",1,18.0,34770.00
"Hill, Fernandez and Sullivan",1,27.0,37788.00
"Boyd, and Brown Guerrero",1,3.0,15850.00
"Patterson, and Lawrence Leblanc",1,15.0,28492.00
Parker-Hodges,1,6.0,18231.00
"Inc Travis",1,30.0,19554.00
Singh-Hebert,1,16.0,12186.00
Freeman-Simon,1,20.0,42160.00
"Adkins Knapp and Richards,",1,17.0,3471.00
Rice-Donaldson,1,7.0,18961.00
Moss-Mathews,1,5.0,26452.00
Potter-Fernandez,1,26.0,22578.00
"Andrews PLC",1,3.0,21768.00
"Sons Lam and",1,14.0,29083.00
"Welch Bryan Rodriguez, and",1,26.0,34638.00
"Jones, and Moore Carter",1,28.0,30954.00
Martinez-Farley,1,14.0,43723.00
"and Ochoa Sons",1,23.0,14416.00
Moody-Lee,1,19.0,30538.00
"Gonzalez Burch, and Diaz",1,8.0,21770.00
Cruz-Jimenez,1,14.0,3768.00
"and Sons Powell",1,20.0,5922.00
"Lopez Carter and Campos,",1,25.0,38024.00
"and Smith Wang, Pham",1,3.0,39144.00
Williams-Maldonado,1,25.0,30096.00
"Rodriguez, Taylor Conway and",1,27.0,46252.00
"Hudson Harrison, Cooper and",1,23.0,32442.00
"Gill, and Casey Martinez",1,6.0,14361.00
"Hicks Kidd and Allen,",1,27.0,47192.00
"Moss Group",1,12.0,30487.00
"Reese Adams, Lara and",1,17.0,2949.00
"Calhoun LLC",1,2.0,24642.00
Wright-Walker,1,18.0,50714.00
"Thomas and Lambert, Young",1,10.0,40851.00
Travis-Watkins,1,19.0,25785.00
"and Pittman Thomas, Stein",1,25.0,33346.00
"Lopez, Rodriguez Hodges and",1,19.0,48615.00
"Bentley Ltd",1,18.0,36572.00
"Riddle LLC",1,20.0,1399.00
Medina-Hubbard,1,23.0,9868.00
"Jenkins PLC",1,4.0,2953.00
"and Fitzgerald, Sharp Cooke",1,22.0,7232.00
Smith-Nguyen,1,10.0,13673.00
"Burton and Curry, Parker",1,30.0,7459.00
"Spence Sons and",1,19.0,38314.00
Sparks-Smith,1,27.0,10707.00
"Brown, and Stone Perez",1,21.0,39004.00
"Inc Banks",1,20.0,6445.00
