id,delivery_satisfaction,food_quality_satisfaction,delivery_time_satisfaction,order_accuracy,delivery_satisfaction_level,food_quality_level
5682,1,5,3,Yes,Low,High
5683,5,1,5,Yes,High,Low
5684,2,3,3,No,Medium,Medium
5685,3,5,5,Yes,Medium,High
5686,5,3,2,Yes,High,Medium
5687,3,5,4,Yes,Medium,High
5688,4,2,3,Yes,High,Medium
5689,5,4,1,No,High,High
5690,2,3,5,Yes,Medium,Medium
5691,5,1,2,Yes,High,Low
5692,1,5,4,Yes,Low,High
5693,3,2,5,No,Medium,Medium
5694,5,4,2,Yes,High,High
5695,3,5,5,Yes,Medium,High
5696,5,2,3,Yes,High,Medium
5697,2,5,1,Yes,Medium,High
5698,4,3,5,No,High,Medium
5699,3,1,3,Yes,Medium,Low
5700,1,5,2,Yes,Low,High
5701,5,3,2,Yes,High,Medium
5702,2,2,4,Yes,Medium,Medium
5703,4,2,4,No,High,Medium
5704,5,4,3,Yes,High,High
5705,2,4,5,Yes,Medium,High
5706,5,3,3,Yes,High,Medium
5707,3,5,1,Yes,Medium,High
5708,1,3,5,Yes,Low,Medium
5709,5,1,5,Yes,High,Low
5710,3,5,2,No,Medium,High
5711,2,5,1,Yes,Medium,High
5712,2,2,5,no,Medium,Medium
5713,4,1,2,yes,High,Low
5714,4,5,3,Yes,High,High
5715,3,2,5,Yes,Medium,Medium
5716,5,3,3,Yes,High,Medium
5717,3,5,4,Yes,Medium,High
5718,1,3,5,Yes,Low,Medium
5719,5,4,2,Yes,High,High
5720,5,5,5,Yes,High,High
5721,2,2,1,No,Medium,Medium
5722,1,5,3,Yes,Low,High
5723,5,1,5,No,High,Low
5724,2,3,3,Yes,Medium,Medium
5725,3,5,5,Yes,Medium,High
5726,5,3,2,No,High,Medium
5727,3,5,4,Yes,Medium,High
5728,4,2,3,Yes,High,Medium
5729,5,4,1,Yes,High,High
5730,2,3,5,Yes,Medium,Medium
5731,5,1,2,No,High,Low
5732,1,5,4,Yes,Low,High
5733,3,2,5,Yes,Medium,Medium
5734,5,4,2,Yes,High,High
5735,3,5,5,No,Medium,High
5736,5,2,3,Yes,High,Medium
5737,2,5,1,Yes,Medium,High
5738,4,3,5,Yes,High,Medium
5739,3,1,3,Yes,Medium,Low
5740,1,5,2,No,Low,High
5741,5,3,2,Yes,High,Medium
5742,2,2,4,Yes,Medium,Medium
5743,4,2,4,Yes,High,Medium
5744,5,4,3,Yes,High,High
5745,2,4,5,No,Medium,High
5746,5,3,3,Yes,High,Medium
5747,3,5,1,Yes,Medium,High
5748,1,3,5,Yes,Low,Medium
5749,5,1,5,Yes,High,Low
5750,3,5,2,Yes,Medium,High
5751,2,5,1,Yes,Medium,High
5752,2,2,5,No,Medium,Medium
5753,4,1,2,Yes,High,Low
5754,4,5,3,Yes,High,High
5755,3,2,5,Yes,Medium,Medium
5756,5,3,3,Yes,High,Medium
5757,3,5,4,Yes,Medium,High
5758,1,3,5,Yes,Low,Medium
5759,5,4,2,Yes,High,High
5760,5,5,5,Yes,High,High
5761,2,2,1,No,Medium,Medium
5762,1,5,3,Yes,Low,High
5763,5,1,5,No,High,Low
5764,2,3,3,Yes,Medium,Medium
5765,3,5,5,Yes,Medium,High
5767,5,5,4,Yes,High,High
5768,3,2,3,Yes,Medium,Medium
5769,4,4,1,Yes,High,High
5770,5,3,5,Yes,High,Medium
5771,2,1,2,No,Medium,Low
5772,5,5,4,Yes,High,High
5773,1,2,5,Yes,Low,Medium
5774,3,4,2,Yes,Medium,High
5775,5,5,5,No,High,High
5776,3,2,3,Yes,Medium,Medium
5777,5,5,1,Yes,High,High
5778,2,3,5,Yes,Medium,Medium
5779,4,1,3,Yes,High,Low
5780,3,5,2,No,Medium,High
5781,1,3,2,Yes,Low,Medium
5782,5,2,4,Yes,High,Medium
5783,2,2,4,Yes,Medium,Medium
5784,4,4,3,Yes,High,High
5785,5,4,5,No,High,High
5786,4,4,4,Yes,High,High
5787,3,3,3,Yes,Medium,Medium
5788,1,1,1,Yes,Low,Low
5789,5,5,5,Yes,High,High
5790,2,2,2,Yes,Medium,Medium
5791,4,4,4,Yes,High,High
5792,5,5,5,No,High,High
5793,2,2,2,Yes,Medium,Medium
5794,5,5,5,Yes,High,High
5795,3,3,3,Yes,Medium,Medium
5796,1,1,1,Yes,Low,Low
5797,5,5,5,Yes,High,High
5798,3,3,3,Yes,Medium,Medium
5799,2,2,2,Yes,Medium,Medium
5800,2,2,2,Yes,Medium,Medium
5801,4,4,4,No,High,High
5802,4,4,4,Yes,High,High
5803,3,3,3,No,Medium,Medium
5804,5,5,5,Yes,High,High
5805,3,3,3,Yes,Medium,Medium
5806,1,1,1,No,Low,Low
5807,5,5,5,Yes,High,High
5808,5,5,5,Yes,High,High
5809,2,2,2,Yes,Medium,Medium
5810,1,1,1,Yes,Low,Low
5811,5,5,5,No,High,High
5812,2,2,2,Yes,Medium,Medium
5813,3,3,3,Yes,Medium,Medium
5814,5,5,5,Yes,High,High
5815,3,3,3,No,Medium,Medium
5816,4,4,4,Yes,High,High
5817,5,5,5,Yes,High,High
5818,2,2,2,Yes,Medium,Medium
5819,5,5,5,Yes,High,High
5820,1,1,1,No,Low,Low
5821,3,3,3,Yes,Medium,Medium
5822,5,5,5,Yes,High,High
5823,3,3,3,Yes,Medium,Medium
5824,5,5,5,Yes,High,High
5825,2,2,2,No,Medium,Medium
5826,4,4,4,Yes,High,High
5827,3,3,3,Yes,Medium,Medium
5828,1,1,1,Yes,Low,Low
5829,5,5,5,Yes,High,High
5830,2,2,2,Yes,Medium,Medium
5831,4,4,4,Yes,High,High
5832,5,5,5,No,High,High
5833,2,2,2,Yes,Medium,Medium
5834,5,5,5,Yes,High,High
5835,3,3,3,Yes,Medium,Medium
5836,1,1,1,Yes,Low,Low
5837,5,5,5,Yes,High,High
5838,3,3,3,Yes,Medium,Medium
5839,2,2,2,Yes,Medium,Medium
5840,2,2,2,Yes,Medium,Medium
5841,4,4,4,No,High,High
5842,4,4,4,Yes,High,High
5843,3,3,3,No,Medium,Medium
5844,5,5,5,Yes,High,High
5845,3,3,3,Yes,Medium,Medium
5846,1,1,1,No,Low,Low
5847,5,5,5,Yes,High,High
5848,5,5,5,Yes,High,High
5849,2,2,2,Yes,Medium,Medium
5850,1,1,1,Yes,Low,Low
5851,5,5,5,No,High,High
5852,2,2,2,Yes,Medium,Medium
5853,3,3,3,Yes,Medium,Medium
5854,5,5,5,Yes,High,High
5855,3,3,3,No,Medium,Medium
5856,4,4,4,Yes,High,High
5857,5,5,5,Yes,High,High
5858,2,2,2,Yes,Medium,Medium
5859,5,5,5,Yes,High,High
5860,1,1,1,No,Low,Low
5861,3,3,3,Yes,Medium,Medium
5862,5,5,5,Yes,High,High
5863,3,3,3,Yes,Medium,Medium
5864,5,5,5,Yes,High,High
5865,2,2,2,No,Medium,Medium
5866,4,4,4,Yes,High,High
5867,3,3,3,Yes,Medium,Medium
5868,1,1,1,Yes,Low,Low
5869,5,5,5,Yes,High,High
5870,2,2,2,Yes,Medium,Medium
5871,4,4,4,Yes,High,High
5872,5,5,5,No,High,High
5873,2,2,2,Yes,Medium,Medium
5874,5,5,5,Yes,High,High
5875,3,3,3,Yes,Medium,Medium
5876,1,1,1,Yes,Low,Low
5877,5,5,5,Yes,High,High
5878,3,3,3,Yes,Medium,Medium
5879,2,2,2,Yes,Medium,Medium
5880,2,2,2,Yes,Medium,Medium
5881,4,4,4,No,High,High
5882,4,4,4,Yes,High,High
5883,3,3,3,No,Medium,Medium
5884,5,5,5,Yes,High,High
5885,3,3,3,Yes,Medium,Medium
5886,1,1,1,No,Low,Low
5887,5,5,5,Yes,High,High
5888,5,5,5,Yes,High,High
5889,2,2,2,Yes,Medium,Medium
5890,1,1,1,Yes,Low,Low
5891,5,5,5,No,High,High
5892,2,2,2,Yes,Medium,Medium
5893,3,3,3,Yes,Medium,Medium
5894,5,5,5,Yes,High,High
5895,3,3,3,No,Medium,Medium
5896,4,4,4,Yes,High,High
5897,5,5,5,Yes,High,High
5898,2,2,2,Yes,Medium,Medium
5899,5,5,5,Yes,High,High
5900,1,1,1,No,Low,Low
5901,3,3,3,Yes,Medium,Medium
5902,5,5,5,Yes,High,High
5903,3,3,3,Yes,Medium,Medium
5904,5,5,5,Yes,High,High
5905,2,2,2,No,Medium,Medium
5906,4,4,4,Yes,High,High
5907,3,3,3,Yes,Medium,Medium
5908,1,1,1,Yes,Low,Low
5909,5,5,5,Yes,High,High
5910,2,2,2,Yes,Medium,Medium
5911,4,4,4,Yes,High,High
5912,5,5,5,No,High,High
5913,2,2,2,Yes,Medium,Medium
5914,5,5,5,Yes,High,High
5915,3,3,3,Yes,Medium,Medium
5916,1,1,1,Yes,Low,Low
5917,5,5,5,Yes,High,High
5918,3,3,3,Yes,Medium,Medium
5919,2,2,2,Yes,Medium,Medium
5920,2,2,2,Yes,Medium,Medium
5921,4,4,4,No,High,High
5922,4,4,4,Yes,High,High
5923,3,3,3,No,Medium,Medium
5924,5,5,5,Yes,High,High
5925,3,3,3,Yes,Medium,Medium
5926,1,1,1,No,Low,Low
5927,5,5,5,Yes,High,High
5928,5,5,5,Yes,High,High
5929,2,2,2,Yes,Medium,Medium
5930,1,1,1,Yes,Low,Low
5931,5,5,5,No,High,High
5932,2,2,2,Yes,Medium,Medium
5933,3,3,3,Yes,Medium,Medium
5934,5,5,5,Yes,High,High
5935,3,3,3,No,Medium,Medium
5936,4,4,4,Yes,High,High
5937,5,5,5,Yes,High,High
5938,2,2,2,Yes,Medium,Medium
5939,5,5,5,Yes,High,High
5940,1,1,1,No,Low,Low
5941,3,3,3,Yes,Medium,Medium
5942,5,5,5,Yes,High,High
5943,3,3,3,Yes,Medium,Medium
5944,5,5,5,Yes,High,High
5945,2,2,2,No,Medium,Medium
5946,4,4,4,Yes,High,High
5947,3,3,3,Yes,Medium,Medium
5948,1,1,1,Yes,Low,Low
5949,5,5,5,Yes,High,High
5950,2,2,2,Yes,Medium,Medium
5951,4,4,4,Yes,High,High
5952,5,5,5,No,High,High
5953,2,2,2,Yes,Medium,Medium
5954,5,5,5,Yes,High,High
5955,3,3,3,Yes,Medium,Medium
5956,1,1,1,Yes,Low,Low
5957,5,5,5,Yes,High,High
5958,3,3,3,Yes,Medium,Medium
5959,2,2,2,Yes,Medium,Medium
5960,2,2,2,Yes,Medium,Medium
5961,4,4,4,No,High,High
5962,4,4,4,Yes,High,High
5963,3,3,3,No,Medium,Medium
5964,5,5,5,Yes,High,High
5965,3,3,3,Yes,Medium,Medium
5966,1,1,1,No,Low,Low
5967,5,5,5,Yes,High,High
5968,5,5,5,Yes,High,High
5969,2,2,2,Yes,Medium,Medium
5970,1,1,1,Yes,Low,Low
5971,5,5,5,No,High,High
5972,2,2,2,Yes,Medium,Medium
5973,3,3,3,Yes,Medium,Medium
5997,5,5,5,Yes,High,High
5998,3,3,3,Yes,Medium,Medium
5999,4,2,2,Yes,High,Medium
6000,5,2,2,Yes,High,Medium
6001,2,4,4,No,Medium,High
6002,5,4,4,Yes,High,High
6003,1,3,3,No,Low,Medium
6004,3,5,5,Yes,Medium,High
6005,5,3,3,Yes,High,Medium
6006,3,1,1,No,Medium,Low
6007,5,5,5,Yes,High,High
6008,2,5,5,Yes,Medium,High
6009,4,2,2,Yes,High,Medium
6010,3,1,1,Yes,Medium,Low
6011,1,5,5,No,Low,High
6012,5,2,2,Yes,High,Medium
6013,2,3,3,Yes,Medium,Medium
6015,5,5,5,No,High,High
6016,2,3,3,Yes,Medium,Medium
6017,5,4,4,Yes,High,High
6018,3,5,5,Yes,Medium,High
6019,1,2,2,Yes,Low,Medium
6020,5,5,5,No,High,High
6021,3,1,1,Yes,Medium,Low
6022,2,3,3,Yes,Medium,Medium
6023,2,5,5,Yes,Medium,High
6024,4,3,3,Yes,High,Medium
6025,4,5,5,No,High,High
6026,3,2,2,Yes,Medium,Medium
6027,5,4,4,Yes,High,High
6028,3,3,3,Yes,Medium,Medium
6029,1,1,1,Yes,Low,Low
6030,5,5,5,Yes,High,High
6031,5,2,2,Yes,High,Medium
6032,2,4,4,No,Medium,High
6033,1,5,5,Yes,Low,High
6034,5,2,2,Yes,High,Medium
6035,2,5,5,Yes,Medium,High
6036,3,3,3,Yes,Medium,Medium
6037,5,1,1,Yes,High,Low
6038,3,5,5,Yes,Medium,High
6039,4,3,3,Yes,High,Medium
6040,5,2,2,Yes,High,Medium
6041,2,2,2,No,Medium,Medium
6042,5,4,4,Yes,High,High
6043,1,4,4,No,Low,High
6044,3,3,3,Yes,Medium,Medium
6045,5,5,5,Yes,High,High
6046,3,3,3,No,Medium,Medium
6047,5,1,1,Yes,High,Low
6048,2,5,5,Yes,Medium,High
6049,4,5,5,Yes,High,High
6050,3,2,2,Yes,Medium,Medium
6051,1,1,1,No,Low,Low
6052,5,5,5,Yes,High,High
6053,2,2,2,Yes,Medium,Medium
6054,4,3,3,Yes,High,Medium
6055,5,5,5,No,High,High
6056,2,3,3,Yes,Medium,Medium
6057,5,4,4,Yes,High,High
6058,3,5,5,Yes,Medium,High
6059,1,2,2,Yes,Low,Medium
6060,5,5,5,No,High,High
6061,3,1,1,Yes,Medium,Low
6062,2,3,3,Yes,Medium,Medium
6063,2,5,5,Yes,Medium,High
6064,4,3,3,Yes,High,Medium
6065,4,5,5,No,High,High
6066,3,2,2,Yes,Medium,Medium
6067,5,4,4,Yes,High,High
6068,3,3,3,Yes,Medium,Medium
6069,1,1,1,Yes,Low,Low
6070,5,5,5,Yes,High,High
6071,5,2,2,Yes,High,Medium
6072,2,4,4,No,Medium,High
6073,1,5,5,Yes,Low,High
6074,5,2,2,Yes,High,Medium
6075,2,5,5,Yes,Medium,High
6076,3,3,3,Yes,Medium,Medium
6077,5,1,1,Yes,High,Low
6078,3,5,5,Yes,Medium,High
6079,4,3,3,Yes,High,Medium
6080,5,2,2,Yes,High,Medium
6081,2,2,2,No,Medium,Medium
6082,5,4,4,Yes,High,High
6083,1,4,4,No,Low,High
6084,3,3,3,Yes,Medium,Medium
6085,5,5,5,Yes,High,High
6086,3,3,3,No,Medium,Medium
6087,5,1,1,Yes,High,Low
6088,2,5,5,Yes,Medium,High
6089,4,5,5,Yes,High,High
6090,3,2,2,Yes,Medium,Medium
6091,1,1,1,No,Low,Low
6092,5,5,5,Yes,High,High
6093,2,2,2,Yes,Medium,Medium
6094,4,3,3,Yes,High,Medium
6095,5,5,5,No,High,High
6096,2,3,3,Yes,Medium,Medium
6097,5,4,4,Yes,High,High
6098,3,5,5,Yes,Medium,High
6099,1,2,2,Yes,Low,Medium
6100,5,5,5,No,High,High
6101,3,1,1,Yes,Medium,Low
6102,2,3,3,Yes,Medium,Medium
6103,2,5,5,Yes,Medium,High
6104,4,3,3,Yes,High,Medium
6105,4,5,5,No,High,High
6106,3,2,2,Yes,Medium,Medium
6107,5,4,4,Yes,High,High
6108,3,3,3,Yes,Medium,Medium
6109,1,1,1,Yes,Low,Low
6110,5,5,5,Yes,High,High
6111,5,2,2,Yes,High,Medium
6112,2,4,4,No,Medium,High
6113,1,5,5,Yes,Low,High
6114,5,2,2,yes,High,Medium
6115,2,5,5,no,Medium,High
6116,3,3,3,no,Medium,Medium
6117,5,1,1,yes,High,Low
6118,3,5,5,no,Medium,High
6119,4,3,3,yes,High,Medium
6120,5,2,2,yes,High,Medium
6121,2,2,2,no,Medium,Medium
6122,5,4,4,yes,High,High
6123,1,4,4,no,Low,High
6124,3,3,3,no,Medium,Medium
6125,5,5,5,yes,High,High
6126,3,3,3,no,Medium,Medium
6127,5,1,1,yes,High,Low
6128,2,5,5,no,Medium,High
6129,4,5,5,yes,High,High
6130,3,2,2,no,Medium,Medium
6131,1,1,1,no,Low,Low
6132,5,5,5,yes,High,High
6133,2,2,2,no,Medium,Medium
6134,4,3,3,yes,High,Medium
6135,5,5,5,yes,High,High
6136,2,3,3,no,Medium,Medium
6137,5,4,4,yes,High,High
6138,3,5,5,no,Medium,High
6139,1,2,2,no,Low,Medium
6140,5,5,5,yes,High,High
6141,3,1,1,no,Medium,Low
6142,2,3,3,no,Medium,Medium
6143,2,5,5,no,Medium,High
6144,4,3,3,yes,High,Medium
6145,4,5,5,yes,High,High
6146,3,2,2,no,Medium,Medium
6147,5,4,4,yes,High,High
6148,3,3,3,no,Medium,Medium
6149,1,1,1,no,Low,Low
6150,5,5,5,yes,High,High
6151,5,2,2,yes,High,Medium
6152,2,4,4,no,Medium,High
6153,1,5,5,no,Low,High
6154,5,2,2,yes,High,Medium
6155,2,5,5,no,Medium,High
6156,3,3,3,no,Medium,Medium
6158,5,5,5,yes,High,High
6159,3,3,3,no,Medium,Medium
6160,4,2,2,yes,High,Medium
6161,5,2,2,yes,High,Medium
6162,2,4,4,no,Medium,High
6163,5,4,4,yes,High,High
6164,1,3,3,no,Low,Medium
6165,3,5,5,no,Medium,High
6166,5,3,3,yes,High,Medium
6167,3,1,1,no,Medium,Low
6168,5,5,5,yes,High,High
6169,2,5,5,no,Medium,High
6170,4,2,2,yes,High,Medium
6171,3,1,1,no,Medium,Low
6172,1,5,5,no,Low,High
6173,5,2,2,yes,High,Medium
6174,2,3,3,no,Medium,Medium
6189,3,5,4,No,Medium,High
6190,1,3,5,Yes,Low,Medium
6191,5,4,2,Yes,High,High
6192,5,5,5,No,High,High
6193,2,2,1,Yes,Medium,Medium
6194,1,5,3,Yes,Low,High
6195,5,1,5,Yes,High,Low
6196,2,3,3,Yes,Medium,Medium
6197,3,5,5,No,Medium,High
6198,5,3,2,Yes,High,Medium
6199,3,5,4,Yes,Medium,High
6200,4,2,3,Yes,High,Medium
6201,5,4,1,No,High,High
6202,2,3,5,Yes,Medium,Medium
6203,5,1,2,Yes,High,Low
6204,1,5,4,Yes,Low,High
6205,3,2,5,Yes,Medium,Medium
6206,5,4,2,No,High,High
6207,3,5,5,Yes,Medium,High
6208,5,2,3,Yes,High,Medium
6209,2,5,1,Yes,Medium,High
6210,4,3,5,Yes,High,Medium
6211,3,1,3,No,Medium,Low
6212,1,5,2,Yes,Low,High
6213,5,3,2,Yes,High,Medium
6214,2,2,4,Yes,Medium,Medium
6215,4,2,4,Yes,High,Medium
6216,5,4,3,Yes,High,High
6217,2,4,5,Yes,Medium,High
6218,5,3,3,No,High,Medium
6219,3,5,1,Yes,Medium,High
6220,1,3,5,Yes,Low,Medium
6221,5,1,5,Yes,High,Low
6222,3,5,2,Yes,Medium,High
6223,2,5,1,Yes,Medium,High
6224,2,2,5,Yes,Medium,Medium
6225,4,1,2,Yes,High,Low
6226,4,5,3,Yes,High,High
6227,3,2,5,No,Medium,Medium
6228,5,3,3,Yes,High,Medium
6229,3,5,4,No,Medium,High
6230,1,3,5,Yes,Low,Medium
6231,5,4,2,Yes,High,High
6232,5,5,5,No,High,High
6233,2,2,1,Yes,Medium,Medium
6234,1,5,3,Yes,Low,High
6235,5,1,5,Yes,High,Low
6236,2,3,3,Yes,Medium,Medium
6237,3,5,5,No,Medium,High
6238,5,3,2,Yes,High,Medium
6239,3,5,4,Yes,Medium,High
6240,4,2,3,Yes,High,Medium
6241,5,4,1,No,High,High
6242,2,3,5,Yes,Medium,Medium
6243,5,1,2,Yes,High,Low
6244,1,5,4,Yes,Low,High
6245,3,2,5,Yes,Medium,Medium
6246,5,4,2,No,High,High
6247,3,5,5,Yes,Medium,High
6248,5,2,3,Yes,High,Medium
6249,2,5,1,Yes,Medium,High
6250,4,3,5,Yes,High,Medium
6251,3,1,3,No,Medium,Low
6252,1,5,2,Yes,Low,High
6253,5,3,2,Yes,High,Medium
6254,2,2,4,Yes,Medium,Medium
6255,4,2,4,Yes,High,Medium
6256,5,4,3,Yes,High,High
6257,2,4,5,Yes,Medium,High
6258,5,3,3,No,High,Medium
6259,3,5,1,Yes,Medium,High
6260,1,3,5,Yes,Low,Medium
6261,5,1,5,Yes,High,Low
6262,3,5,2,Yes,Medium,High
6263,2,5,1,Yes,Medium,High
6264,2,2,5,Yes,Medium,Medium
6265,4,1,2,Yes,High,Low
6266,4,5,3,Yes,High,High
6267,3,2,5,No,Medium,Medium
6268,5,3,3,Yes,High,Medium
6269,3,5,4,No,Medium,High
6270,1,3,5,Yes,Low,Medium
6271,5,4,2,Yes,High,High
6272,5,5,5,No,High,High
6273,2,2,1,Yes,Medium,Medium
6274,1,5,3,Yes,Low,High
6275,5,1,5,Yes,High,Low
6276,2,3,3,Yes,Medium,Medium
6277,3,5,5,No,Medium,High
6278,5,3,2,Yes,High,Medium
6279,3,5,4,Yes,Medium,High
6280,4,2,3,Yes,High,Medium
6281,5,4,1,No,High,High
6282,2,3,5,Yes,Medium,Medium
6283,5,1,2,Yes,High,Low
6284,1,5,4,Yes,Low,High
6285,3,2,5,Yes,Medium,Medium
6286,5,4,2,No,High,High
6287,3,5,5,Yes,Medium,High
6288,5,2,3,Yes,High,Medium
6289,2,5,1,Yes,Medium,High
6290,4,3,5,Yes,High,Medium
6291,3,1,3,No,Medium,Low
6292,1,5,2,Yes,Low,High
6293,5,3,2,Yes,High,Medium
6294,2,2,4,Yes,Medium,Medium
6295,4,2,4,Yes,High,Medium
6296,5,4,3,Yes,High,High
6297,2,4,5,Yes,Medium,High
6298,5,3,3,No,High,Medium
6299,3,5,1,Yes,Medium,High
6300,1,3,5,Yes,Low,Medium
6301,5,1,5,Yes,High,Low
6302,3,5,2,Yes,Medium,High
6303,2,5,1,Yes,Medium,High
6304,2,2,5,Yes,Medium,Medium
6305,4,1,2,Yes,High,Low
6306,4,5,3,Yes,High,High
6307,3,2,5,No,Medium,Medium
6308,5,3,3,Yes,High,Medium
6309,3,5,4,No,Medium,High
6310,1,3,5,Yes,Low,Medium
6311,5,4,2,Yes,High,High
6312,5,5,5,No,High,High
6313,2,2,1,Yes,Medium,Medium
6314,1,5,3,Yes,Low,High
6315,5,1,5,Yes,High,Low
6316,2,3,3,Yes,Medium,Medium
6317,3,5,5,No,Medium,High
6319,5,5,4,Yes,High,High
6320,3,2,3,Yes,Medium,Medium
6321,4,4,1,No,High,High
6322,5,3,5,Yes,High,Medium
6323,2,1,2,Yes,Medium,Low
6324,5,5,4,Yes,High,High
6325,1,2,5,Yes,Low,Medium
6326,3,4,2,No,Medium,High
6327,5,5,5,Yes,High,High
6328,3,2,3,Yes,Medium,Medium
6329,5,5,1,Yes,High,High
6330,2,3,5,Yes,Medium,Medium
6331,4,1,3,No,High,Low
6332,3,5,2,Yes,Medium,High
6333,1,3,2,Yes,Low,Medium
6334,5,2,4,Yes,High,Medium
6335,2,2,4,Yes,Medium,Medium
6336,4,4,3,Yes,High,High
6337,5,4,5,Yes,High,High
6338,2,3,3,No,Medium,Medium
6339,5,5,1,Yes,High,High
6340,3,3,5,Yes,Medium,Medium
6341,1,1,5,Yes,Low,Low
6342,4,4,4,Yes,High,High
6343,3,3,3,Yes,Medium,Medium
6344,1,1,1,Yes,Low,Low
6345,5,5,5,Yes,High,High
6346,2,2,2,Yes,Medium,Medium
6347,4,4,4,No,High,High
6348,5,5,5,Yes,High,High
6349,2,2,2,No,Medium,Medium
6350,5,5,5,Yes,High,High
6351,3,3,3,Yes,Medium,Medium
6352,1,1,1,No,Low,Low
6353,5,5,5,Yes,High,High
6354,3,3,3,Yes,Medium,Medium
6355,2,2,2,Yes,Medium,Medium
6356,2,2,2,Yes,Medium,Medium
6357,4,4,4,No,High,High
6358,4,4,4,Yes,High,High
6359,3,3,3,Yes,Medium,Medium
6360,5,5,5,Yes,High,High
6361,3,3,3,No,Medium,Medium
6362,1,1,1,Yes,Low,Low
6363,5,5,5,Yes,High,High
6364,5,5,5,Yes,High,High
6365,2,2,2,Yes,Medium,Medium
6366,1,1,1,No,Low,Low
6367,5,5,5,Yes,High,High
6368,2,2,2,Yes,Medium,Medium
6369,3,3,3,Yes,Medium,Medium
6370,5,5,5,Yes,High,High
6371,3,3,3,No,Medium,Medium
6372,4,4,4,Yes,High,High
6373,5,5,5,Yes,High,High
6374,2,2,2,Yes,Medium,Medium
6375,5,5,5,Yes,High,High
6376,1,1,1,Yes,Low,Low
6377,3,3,3,Yes,Medium,Medium
6378,5,5,5,No,High,High
6379,3,3,3,Yes,Medium,Medium
6380,5,5,5,Yes,High,High
6381,2,2,2,Yes,Medium,Medium
6382,4,4,4,Yes,High,High
6383,3,3,3,Yes,Medium,Medium
6384,1,1,1,Yes,Low,Low
6385,5,5,5,Yes,High,High
6386,2,2,2,Yes,Medium,Medium
6387,4,4,4,No,High,High
6388,5,5,5,Yes,High,High
6389,2,2,2,No,Medium,Medium
6390,5,5,5,Yes,High,High
6391,3,3,3,Yes,Medium,Medium
6392,1,1,1,No,Low,Low
6393,5,5,5,Yes,High,High
6394,3,3,3,Yes,Medium,Medium
6395,2,2,2,Yes,Medium,Medium
6396,2,2,2,Yes,Medium,Medium
6397,4,4,4,No,High,High
6398,4,4,4,Yes,High,High
6399,3,3,3,Yes,Medium,Medium
6400,5,5,5,Yes,High,High
6401,3,3,3,No,Medium,Medium
6402,1,1,1,Yes,Low,Low
6403,5,5,5,Yes,High,High
6404,5,5,5,Yes,High,High
6405,2,2,2,Yes,Medium,Medium
6406,1,1,1,No,Low,Low
6407,5,5,5,Yes,High,High
6408,2,2,2,Yes,Medium,Medium
6409,3,3,3,Yes,Medium,Medium
6410,5,5,5,Yes,High,High
6411,3,3,3,No,Medium,Medium
6412,4,4,4,Yes,High,High
6413,5,5,5,Yes,High,High
6414,2,2,2,Yes,Medium,Medium
6415,5,5,5,Yes,High,High
6416,1,1,1,Yes,Low,Low
6417,3,3,3,Yes,Medium,Medium
6418,5,5,5,No,High,High
6419,3,3,3,Yes,Medium,Medium
6420,5,5,5,Yes,High,High
6421,2,2,2,Yes,Medium,Medium
6422,4,4,4,Yes,High,High
6423,3,3,3,Yes,Medium,Medium
6424,1,1,1,Yes,Low,Low
6425,5,5,5,Yes,High,High
6426,2,2,2,Yes,Medium,Medium
6427,4,4,4,No,High,High
6428,5,5,5,Yes,High,High
6429,2,2,2,No,Medium,Medium
6430,5,5,5,Yes,High,High
6431,3,3,3,Yes,Medium,Medium
6432,1,1,1,No,Low,Low
6433,5,5,5,Yes,High,High
6434,3,3,3,Yes,Medium,Medium
6435,2,2,2,Yes,Medium,Medium
6436,2,2,2,Yes,Medium,Medium
6437,4,4,4,No,High,High
6438,4,4,4,Yes,High,High
6439,3,3,3,Yes,Medium,Medium
6440,5,5,5,Yes,High,High
6441,3,3,3,No,Medium,Medium
6442,1,1,1,Yes,Low,Low
6443,5,5,5,Yes,High,High
6444,5,5,5,Yes,High,High
6445,2,2,2,Yes,Medium,Medium
6446,1,1,1,No,Low,Low
6447,5,5,5,Yes,High,High
6448,2,2,2,Yes,Medium,Medium
6449,3,3,3,Yes,Medium,Medium
6450,5,5,5,Yes,High,High
6451,3,3,3,No,Medium,Medium
6452,4,4,4,Yes,High,High
6453,5,5,5,Yes,High,High
6454,2,2,2,Yes,Medium,Medium
6455,5,5,5,Yes,High,High
6456,1,1,1,Yes,Low,Low
6457,3,3,3,Yes,Medium,Medium
6458,5,5,5,No,High,High
6459,3,3,3,Yes,Medium,Medium
6460,5,5,5,Yes,High,High
6461,2,2,2,Yes,Medium,Medium
6462,4,4,4,Yes,High,High
6463,3,3,3,Yes,Medium,Medium
6464,1,1,1,Yes,Low,Low
6465,5,5,5,Yes,High,High
6466,2,2,2,Yes,Medium,Medium
6467,4,4,4,No,High,High
6468,5,5,5,Yes,High,High
6469,2,2,2,No,Medium,Medium
6470,5,5,5,Yes,High,High
6471,3,3,3,Yes,Medium,Medium
6472,1,1,1,No,Low,Low
6473,5,5,5,Yes,High,High
6474,3,3,3,Yes,Medium,Medium
6475,2,2,2,Yes,Medium,Medium
6476,2,2,2,Yes,Medium,Medium
6477,4,4,4,No,High,High
